,race,age_cat,score_text,v_score_text,priors_count,age_cat,two_year_recid
2950,0,1,0,1,0,1,1
2951,0,1,1,0,1,1,1
2952,1,1,0,0,1,1,0
2953,0,1,1,1,0,1,1
2955,1,1,0,0,0,1,0
2956,1,1,1,0,1,1,1
2957,1,1,0,0,0,1,1
2958,0,1,0,0,0,1,0
2960,0,1,0,0,0,1,1
2962,1,0,1,1,0,0,1
2963,1,1,0,0,0,1,0
2964,1,1,0,0,0,1,1
2965,1,1,0,0,0,1,1
2966,1,1,0,0,0,1,1
2967,0,1,0,0,0,1,1
2968,0,1,0,0,0,1,0
2969,1,1,0,0,1,1,0
2970,0,0,0,0,0,0,0
2971,0,1,1,1,1,1,0
2972,1,1,0,0,1,1,0
2973,0,1,0,0,0,1,1
2974,1,1,1,1,1,1,1
2975,1,1,0,0,1,1,1
2976,1,1,1,0,0,1,0
2977,1,1,0,0,0,1,0
2978,0,1,1,0,1,1,0
2979,0,1,1,1,1,1,0
2980,0,1,0,0,0,1,1
2981,1,0,1,1,0,0,1
2982,1,1,1,0,0,1,1
2983,1,0,1,1,0,0,0
2984,0,0,0,0,0,0,1
2985,0,0,1,1,0,0,1
2986,0,1,0,0,0,1,1
2987,1,1,0,0,1,1,0
2988,0,1,0,0,0,1,0
2989,1,1,1,0,0,1,0
2990,1,1,0,0,0,1,0
2991,1,1,1,0,1,1,1
2992,0,1,0,0,0,1,1
2993,0,1,0,0,0,1,0
2994,1,1,1,1,0,1,1
2995,0,1,0,0,0,1,0
2998,0,1,1,1,1,1,0
2999,0,1,1,1,1,1,1
3000,0,1,0,0,0,1,0
3002,0,0,1,1,0,0,1
3003,1,1,0,0,0,1,0
3004,0,1,0,0,0,1,1
3005,1,1,1,1,1,1,1
3006,0,0,1,1,0,0,0
3007,0,0,1,1,0,0,1
3008,1,1,0,0,0,1,0
3009,0,1,0,1,0,1,0
3010,1,1,0,0,0,1,0
3011,0,1,1,1,0,1,1
3012,0,0,1,1,0,0,0
3013,1,1,0,0,0,1,0
3014,0,1,1,0,1,1,0
3015,0,0,1,1,0,0,1
3016,0,1,1,1,1,1,1
3017,0,1,1,0,0,1,0
3018,0,1,1,1,1,1,0
3020,0,0,1,1,0,0,1
3021,0,1,0,1,0,1,0
3022,1,1,0,0,0,1,0
3023,0,1,0,0,0,1,0
3024,0,0,0,0,0,0,1
3025,1,1,0,0,0,1,0
3026,0,1,1,1,0,1,1
3027,0,1,0,0,0,1,0
3028,1,1,0,1,1,1,1
3029,0,0,1,1,0,0,1
3030,1,1,0,0,0,1,1
3031,1,1,0,0,1,1,1
3032,0,0,1,1,0,0,1
3033,0,1,1,0,0,1,1
3034,1,1,0,0,0,1,0
3035,0,0,1,1,0,0,1
3037,0,1,1,0,0,1,1
3038,0,1,0,0,0,1,0
3039,0,1,1,1,0,1,0
3040,1,1,0,0,0,1,1
3041,0,1,1,0,0,1,0
3042,0,1,1,1,1,1,1
3043,1,1,0,0,0,1,0
3044,1,1,0,0,0,1,0
3045,1,1,0,0,0,1,0
3046,0,0,1,1,0,0,1
3047,1,1,0,0,0,1,1
3048,1,1,0,0,0,1,0
3049,0,1,1,1,1,1,1
3050,0,0,0,0,0,0,1
3051,0,1,0,0,0,1,0
3052,0,1,0,0,0,1,0
3053,0,0,0,1,0,0,1
3054,0,0,1,1,0,0,1
3055,1,1,0,0,0,1,1
3056,0,0,0,0,0,0,0
3057,0,1,1,1,0,1,0
3058,0,1,0,0,0,1,0
3060,1,1,0,0,0,1,0
3061,0,0,1,1,0,0,0
3063,1,1,0,0,1,1,0
3064,1,1,0,0,0,1,0
3065,0,0,1,1,0,0,1
3066,0,0,1,1,1,0,1
3067,1,0,0,1,0,0,0
3069,0,1,0,0,1,1,0
3070,0,0,1,1,0,0,0
3072,1,1,0,0,1,1,0
3073,0,1,1,0,0,1,1
3074,0,0,0,0,0,0,1
3075,0,1,0,0,0,1,0
3076,1,0,1,0,0,0,1
3077,0,1,0,1,0,1,0
3078,1,1,1,0,0,1,0
3081,0,1,0,0,0,1,0
3083,1,1,0,0,0,1,0
3084,0,1,0,0,0,1,0
3085,1,1,0,0,0,1,0
3087,0,1,0,0,1,1,0
3088,1,1,1,1,1,1,1
3089,1,1,1,0,0,1,0
3090,1,0,1,1,0,0,1
3093,1,0,1,1,0,0,1
3094,0,0,1,1,0,0,1
3095,0,1,1,0,1,1,1
3096,0,1,0,0,0,1,0
3097,1,1,0,0,0,1,1
3098,0,0,0,0,0,0,0
3099,1,1,1,1,0,1,1
3100,1,1,0,0,0,1,0
3101,0,0,1,1,1,0,1
3102,0,1,1,0,1,1,0
3103,0,1,1,0,1,1,1
3104,1,0,0,1,0,0,0
3105,0,1,1,1,1,1,0
3106,0,1,1,0,1,1,1
3107,0,1,0,0,0,1,1
3108,1,1,0,0,0,1,0
3110,0,1,0,0,0,1,0
3111,1,1,1,0,0,1,1
3112,0,1,0,0,1,1,1
3113,0,1,0,0,0,1,0
3115,1,1,1,1,0,1,0
3116,0,1,1,1,0,1,1
3117,0,1,1,1,1,1,1
3118,0,0,1,1,0,0,1
3119,0,1,1,1,1,1,0
3120,0,1,1,0,1,1,1
3121,0,1,1,1,1,1,0
3122,0,1,1,1,0,1,1
3123,1,1,0,0,0,1,0
3124,0,1,1,1,1,1,1
3125,1,1,1,0,1,1,1
3126,1,1,0,0,0,1,1
3127,1,0,1,1,0,0,1
3128,1,1,1,0,0,1,0
3130,1,1,1,0,0,1,0
3131,0,1,1,0,0,1,1
3132,1,1,0,0,0,1,0
3133,1,1,1,0,0,1,1
3134,0,1,1,0,1,1,0
3135,0,1,0,0,0,1,0
3136,1,1,0,0,0,1,0
3137,0,1,1,1,1,1,1
3139,1,1,0,0,0,1,1
3140,0,1,1,1,0,1,1
3141,1,1,0,0,0,1,0
3142,1,1,0,0,0,1,0
3143,1,1,1,1,0,1,1
3144,0,1,1,1,1,1,1
3145,1,1,0,0,0,1,0
3147,1,1,0,0,1,1,1
3148,0,1,0,0,0,1,0
3149,1,1,0,0,0,1,0
3150,1,1,0,0,0,1,0
3153,1,1,0,0,0,1,1
3154,0,0,1,1,1,0,1
3155,0,1,0,0,0,1,1
3156,0,1,0,0,1,1,0
3157,1,1,1,0,1,1,0
3158,0,1,0,0,0,1,1
3159,0,1,1,1,0,1,0
3160,1,1,0,0,0,1,0
3161,0,1,1,1,1,1,1
3162,0,0,1,1,0,0,1
3163,1,1,1,0,0,1,0
3164,1,1,1,0,0,1,0
3165,0,1,0,0,0,1,0
3166,1,1,0,0,0,1,0
3167,1,1,0,0,0,1,0
3169,0,1,1,1,0,1,0
3170,0,1,1,0,1,1,1
3171,1,1,1,0,0,1,1
3173,0,1,1,0,1,1,1
3174,1,1,0,0,1,1,1
3175,1,0,1,1,0,0,0
3176,1,1,0,0,1,1,1
3177,0,1,1,1,1,1,1
3178,0,1,1,0,1,1,1
3179,0,1,1,0,0,1,1
3180,0,0,0,0,0,0,0
3182,1,1,0,0,0,1,0
3183,1,1,1,0,0,1,1
3184,1,0,0,1,0,0,0
3185,1,1,0,0,0,1,1
3186,0,1,1,1,1,1,1
3187,1,1,0,0,0,1,0
3188,0,0,0,0,0,0,0
3191,1,1,0,0,0,1,1
3194,1,1,1,0,0,1,1
3196,0,1,0,0,1,1,0
3197,0,1,0,0,0,1,1
3198,0,0,1,1,0,0,0
3199,0,1,0,0,1,1,0
3200,1,1,0,0,0,1,0
3201,0,0,0,1,0,0,1
3202,1,1,0,0,0,1,1
3203,0,1,1,0,1,1,0
3204,0,1,0,0,0,1,0
3205,1,0,1,1,0,0,1
3206,0,1,1,0,1,1,1
3207,1,1,1,0,0,1,1
3208,0,0,0,0,0,0,0
3209,0,1,0,0,0,1,1
3210,1,1,0,0,0,1,0
3211,0,1,0,0,0,1,0
3212,0,1,1,0,1,1,1
3213,1,1,0,0,0,1,0
3214,0,1,0,0,0,1,0
3215,1,1,0,0,0,1,0
3216,0,1,0,0,0,1,0
3217,0,0,1,1,0,0,1
3219,1,1,0,1,0,1,0
3220,0,1,0,0,1,1,1
3221,0,1,1,0,0,1,0
3222,0,1,0,0,0,1,0
3223,0,1,1,1,0,1,0
3224,1,1,0,0,0,1,0
3225,1,1,0,0,0,1,0
3226,1,1,0,0,0,1,1
3228,0,1,1,0,1,1,0
3229,0,1,1,0,1,1,0
3230,0,1,0,0,0,1,0
3231,1,1,1,0,1,1,1
3232,0,1,0,0,0,1,0
3233,1,1,0,0,0,1,0
3234,1,1,0,0,0,1,0
3235,0,1,1,0,0,1,1
3237,1,1,1,0,0,1,1
3238,0,1,0,0,0,1,0
3239,1,1,0,0,0,1,0
3241,1,1,0,0,0,1,1
3242,0,1,0,0,0,1,1
3243,1,1,0,0,0,1,0
3245,1,1,0,0,1,1,1
3246,0,0,1,1,1,0,1
3247,1,1,0,0,0,1,1
3248,0,1,1,1,1,1,1
3249,0,1,1,0,1,1,0
3250,0,1,1,0,1,1,1
3251,0,0,1,1,0,0,1
3252,0,1,0,0,0,1,0
3253,0,1,0,0,0,1,1
3254,1,1,1,1,0,1,1
3255,0,1,1,0,0,1,1
3256,1,1,1,0,0,1,1
3257,0,0,1,1,0,0,0
3258,1,0,1,1,0,0,1
3259,1,1,1,0,0,1,0
3260,0,1,0,0,0,1,0
3261,0,0,1,1,1,0,1
3262,1,1,0,0,0,1,0
3263,0,0,0,0,0,0,1
3264,0,1,1,1,1,1,1
3265,0,0,0,0,0,0,0
3266,1,1,0,0,0,1,0
3267,1,1,0,0,0,1,0
3268,0,0,0,1,0,0,1
3269,1,1,0,0,0,1,0
3270,1,1,0,0,0,1,1
3271,0,1,1,1,1,1,1
3273,0,1,1,0,0,1,0
3274,1,1,0,0,0,1,1
3275,1,1,1,1,1,1,1
3276,0,1,0,0,0,1,0
3277,0,1,0,0,0,1,1
3278,0,1,0,0,0,1,0
3279,0,1,1,1,1,1,1
3280,0,0,1,1,0,0,0
3281,1,1,0,0,0,1,0
3282,0,1,0,0,1,1,1
3284,0,1,1,0,0,1,1
3286,1,1,1,1,0,1,0
3287,1,1,0,0,0,1,0
3288,0,1,1,0,1,1,1
3289,0,0,0,1,0,0,1
3290,0,1,1,1,1,1,0
3292,0,1,0,0,0,1,0
3293,0,1,1,0,0,1,0
3294,0,1,0,0,0,1,1
3295,1,1,1,0,0,1,1
3296,1,1,0,0,0,1,1
3297,1,1,0,0,0,1,0
3298,0,0,1,0,0,0,1
3299,0,1,0,0,0,1,1
3300,0,1,0,0,0,1,1
3301,1,1,0,0,0,1,0
3302,0,0,1,1,0,0,1
3303,1,0,0,0,0,0,0
3304,1,0,0,0,0,0,0
3305,0,1,0,0,0,1,0
3306,0,0,1,1,1,0,1
3307,0,1,1,0,0,1,1
3308,1,1,0,0,1,1,1
3309,0,1,1,0,0,1,0
3310,0,1,1,0,1,1,0
3311,0,1,0,0,0,1,0
3312,1,0,1,1,0,0,1
3313,0,1,1,0,1,1,1
3314,0,1,0,0,0,1,1
3315,1,1,0,0,0,1,1
3316,1,1,0,0,0,1,0
3317,0,1,0,0,0,1,0
3318,1,1,0,0,0,1,0
3319,1,1,0,0,0,1,1
3320,1,1,1,0,0,1,1
3321,1,1,1,0,0,1,0
3322,0,1,0,0,0,1,1
3323,0,0,0,0,0,0,1
3324,0,1,0,0,0,1,1
3325,0,1,0,0,0,1,1
3326,1,1,0,0,0,1,0
3327,1,1,1,1,0,1,1
3330,1,1,0,0,0,1,0
3335,0,0,1,1,0,0,1
3336,1,1,0,0,0,1,0
3337,1,0,0,1,0,0,1
3338,0,0,0,0,0,0,0
3339,1,1,0,0,1,1,1
3340,1,1,0,0,0,1,1
3341,1,1,0,0,0,1,0
3342,1,1,0,0,0,1,0
3343,1,1,0,0,1,1,1
3344,0,0,1,1,0,0,0
3345,1,1,0,0,0,1,0
3346,1,1,0,0,0,1,1
3347,0,1,1,0,1,1,0
3348,1,1,0,0,0,1,1
3349,0,1,0,0,0,1,1
3350,0,1,0,0,0,1,0
3351,1,1,0,0,0,1,0
3352,1,1,1,1,1,1,1
3353,1,0,0,0,0,0,0
3354,1,1,0,0,0,1,0
3355,0,0,0,1,0,0,0
3356,1,1,0,0,0,1,0
3357,0,0,1,1,0,0,1
3358,1,1,1,0,1,1,0
3359,0,1,1,1,1,1,1
3360,1,0,1,0,0,0,0
3361,0,0,1,1,0,0,1
3362,0,1,1,1,1,1,1
3363,0,1,0,0,0,1,0
3365,0,1,1,0,0,1,0
3366,1,1,0,0,0,1,0
3367,1,0,1,1,0,0,0
3368,1,1,0,0,0,1,0
3369,1,1,0,0,1,1,1
3370,1,1,0,0,0,1,1
3371,1,1,0,0,1,1,1
3373,0,1,1,1,0,1,1
3374,0,1,0,0,1,1,0
3375,0,0,1,1,0,0,0
3376,1,0,1,1,0,0,1
3379,0,1,1,1,0,1,1
3380,1,1,0,0,0,1,0
3381,1,1,0,0,0,1,1
3382,1,1,0,0,0,1,0
3383,0,0,1,1,0,0,1
3384,0,1,0,0,1,1,0
3385,1,1,1,0,0,1,0
3386,0,1,1,1,1,1,0
3387,0,0,1,1,0,0,0
3388,0,0,0,0,0,0,1
3389,1,1,1,1,1,1,1
3391,1,1,0,0,1,1,0
3392,1,1,0,0,0,1,0
3393,0,1,1,0,1,1,0
3394,1,1,1,0,1,1,0
3395,0,1,1,0,1,1,1
3396,0,1,0,0,0,1,1
3397,0,1,0,0,1,1,0
3398,1,1,1,0,0,1,0
3400,0,1,1,1,1,1,1
3401,1,1,0,0,0,1,0
3402,0,1,0,0,0,1,1
3403,1,1,1,0,0,1,0
3404,0,1,0,0,0,1,0
3405,0,1,0,0,0,1,0
3406,0,1,1,1,0,1,1
3407,1,1,1,1,1,1,1
3408,0,1,1,0,1,1,1
3409,0,0,1,1,0,0,1
3410,1,1,1,1,0,1,1
3411,1,1,0,0,0,1,1
3412,1,1,0,0,0,1,0
3413,0,1,0,0,0,1,0
3414,0,1,1,0,1,1,0
3415,1,0,1,1,0,0,0
3416,0,1,1,0,0,1,1
3417,1,0,0,1,0,0,0
3418,1,0,0,0,0,0,0
3419,0,1,0,0,0,1,0
3420,0,1,0,0,0,1,1
3421,0,1,1,0,0,1,1
3422,1,1,1,0,0,1,0
3423,0,1,1,0,0,1,1
3424,0,1,1,1,1,1,1
3425,1,0,0,0,0,0,0
3426,0,1,0,0,1,1,0
3427,0,1,0,0,0,1,0
3428,0,1,0,0,0,1,0
3429,1,1,0,0,0,1,0
3430,0,1,0,1,1,1,1
3431,1,1,0,0,0,1,0
3432,0,1,1,1,0,1,0
3433,0,1,0,0,1,1,1
3434,0,1,1,1,0,1,0
3435,0,0,1,1,0,0,1
3436,0,1,0,0,0,1,0
3437,0,0,1,1,0,0,1
3438,1,1,0,0,0,1,0
3439,0,1,0,0,0,1,0
3440,0,1,1,0,0,1,0
3441,0,1,0,0,0,1,0
3442,1,1,0,0,0,1,0
3443,0,1,1,1,1,1,0
3444,0,1,1,0,1,1,1
3445,0,1,0,0,1,1,0
3446,1,1,0,0,0,1,0
3447,0,1,0,0,0,1,0
3448,1,1,0,0,1,1,1
3449,1,0,1,1,0,0,1
3450,1,0,1,1,1,0,1
3451,0,1,1,1,1,1,1
3452,0,1,0,0,0,1,0
3453,1,1,1,1,0,1,1
3454,0,1,0,0,0,1,0
3455,0,0,1,1,0,0,0
3456,1,1,0,0,1,1,0
3457,1,1,1,0,1,1,1
3458,0,1,1,0,0,1,0
3459,1,0,1,0,0,0,0
3460,0,1,1,1,0,1,1
3461,1,1,0,0,0,1,0
3462,0,1,1,0,0,1,0
3463,1,1,0,0,1,1,0
3464,0,1,1,0,0,1,0
3465,1,0,1,1,0,0,1
3466,0,0,1,1,0,0,1
3467,1,1,0,0,0,1,0
3469,1,1,0,0,0,1,0
3471,0,1,0,0,0,1,0
3472,0,1,0,0,1,1,1
3474,0,1,1,1,0,1,1
3475,0,1,1,1,0,1,0
3476,0,0,1,1,0,0,1
3477,0,1,0,0,0,1,0
3479,0,0,0,1,0,0,1
3480,1,1,0,0,0,1,0
3484,1,1,0,0,0,1,1
3485,1,1,0,0,0,1,0
3486,1,1,1,0,1,1,1
3488,0,1,1,1,0,1,0
3491,0,1,0,0,0,1,0
3492,0,1,0,0,0,1,0
3493,1,1,0,0,0,1,0
3494,1,1,0,0,0,1,0
3496,0,1,1,0,1,1,1
3497,1,1,0,0,0,1,0
3498,1,1,0,0,0,1,1
3499,0,0,1,1,0,0,1
3500,0,1,0,0,1,1,0
3501,0,1,1,0,1,1,1
3502,1,1,0,0,0,1,0
3503,1,1,1,1,0,1,1
3504,0,1,1,1,0,1,0
3505,1,1,0,0,0,1,1
3506,0,1,0,0,0,1,0
3507,1,1,0,0,0,1,0
3509,0,1,0,0,0,1,0
3510,0,1,1,0,0,1,0
3511,1,1,0,0,1,1,0
3513,0,0,1,1,0,0,0
3514,1,1,0,0,0,1,1
3515,0,0,1,1,1,0,1
3516,1,1,0,0,0,1,0
3517,1,1,1,0,1,1,1
3518,0,1,0,0,0,1,0
3519,0,1,0,0,0,1,0
3520,0,1,1,0,0,1,1
3521,1,1,1,0,1,1,0
3522,0,0,1,1,0,0,0
3523,0,1,1,1,0,1,0
3524,0,1,0,0,0,1,1
3525,0,0,0,0,0,0,0
3527,0,1,1,1,1,1,1
3528,0,1,1,0,1,1,1
3529,1,0,1,1,0,0,1
3530,0,1,0,0,1,1,1
3531,1,1,1,0,1,1,1
3532,0,0,1,1,0,0,1
3533,0,1,1,1,1,1,1
3534,1,1,1,0,0,1,1
3535,1,1,0,0,0,1,1
3537,1,0,1,1,0,0,1
3538,0,1,0,0,1,1,0
3539,1,1,1,0,0,1,0
3540,0,1,0,0,0,1,1
3541,0,1,0,0,0,1,0
3542,0,1,1,1,1,1,1
3543,0,1,1,0,1,1,0
3544,0,1,1,0,0,1,1
3545,0,1,1,0,1,1,1
3547,0,0,0,1,0,0,0
3548,0,0,1,1,0,0,1
3549,0,1,0,0,0,1,0
3550,0,1,0,0,0,1,0
3551,1,1,0,0,1,1,1
3553,0,1,1,0,0,1,1
3554,1,1,0,0,0,1,0
3555,0,0,1,1,0,0,0
3557,0,1,1,0,1,1,1
3558,0,1,1,0,1,1,1
3559,0,1,1,1,1,1,1
3560,0,1,1,1,1,1,1
3561,0,1,1,0,0,1,1
3562,0,1,1,1,1,1,1
3563,0,1,1,1,0,1,1
3564,0,1,0,0,0,1,0
3565,1,1,1,1,0,1,1
3566,1,0,1,1,0,0,0
3567,0,1,1,1,0,1,0
3568,0,1,1,0,1,1,1
3569,0,1,0,0,0,1,0
3570,1,1,0,0,0,1,1
3571,0,0,1,1,1,0,1
3574,1,1,1,0,1,1,1
3575,0,0,1,1,0,0,1
3576,0,1,0,0,1,1,1
3577,0,0,1,1,0,0,1
3578,0,1,0,0,0,1,0
3579,1,1,0,0,1,1,0
3580,1,1,0,0,0,1,0
3581,1,1,0,0,1,1,0
3582,0,1,0,0,0,1,1
3583,1,1,0,0,0,1,0
3584,0,1,0,0,0,1,0
3585,0,1,0,0,0,1,1
3587,0,1,0,0,1,1,0
3588,0,0,1,1,1,0,1
3589,0,0,1,1,0,0,0
3591,0,1,0,0,0,1,0
3593,1,1,1,0,1,1,1
3594,0,1,0,0,0,1,0
3596,1,1,1,0,0,1,0
3597,1,1,1,1,0,1,1
3599,0,1,1,1,1,1,1
3600,0,1,1,0,0,1,0
3601,0,0,1,1,0,0,1
3602,1,1,1,0,1,1,0
3603,1,1,0,0,0,1,1
3604,0,0,0,1,0,0,0
3605,1,1,1,0,0,1,1
3606,0,1,1,1,1,1,1
3607,0,1,1,0,0,1,0
3608,0,1,0,0,1,1,1
3609,0,1,1,1,1,1,1
3611,0,1,1,0,1,1,1
3612,0,0,1,1,0,0,1
3613,0,1,1,0,1,1,0
3614,1,1,0,0,0,1,0
3615,0,1,1,1,1,1,0
3616,0,1,0,0,0,1,0
3618,0,0,1,1,0,0,1
3619,1,1,1,0,1,1,1
3620,0,1,1,0,1,1,1
3621,1,1,1,0,0,1,1
3623,0,1,1,1,1,1,1
3624,0,0,0,0,0,0,0
3625,0,1,0,0,1,1,1
3626,1,1,0,0,1,1,0
3627,1,1,0,0,0,1,0
3628,0,1,0,0,0,1,0
3629,0,1,0,0,0,1,0
3630,1,1,0,0,0,1,0
3631,0,1,0,0,0,1,1
3632,0,0,1,1,0,0,1
3633,1,1,0,0,0,1,1
3634,1,1,0,0,0,1,0
3636,1,0,0,0,0,0,0
3637,0,1,1,0,1,1,1
3638,1,0,0,1,0,0,0
3639,0,1,0,0,0,1,0
3640,0,1,1,1,1,1,1
3642,1,1,0,0,1,1,0
3643,0,1,0,0,1,1,0
3644,0,1,1,1,0,1,1
3645,1,1,0,0,0,1,0
3646,1,1,0,1,0,1,0
3647,0,1,1,0,0,1,0
3648,1,1,1,0,1,1,1
3649,0,0,0,1,0,0,1
3650,1,1,0,0,0,1,0
3651,1,1,0,0,0,1,1
3653,0,0,0,0,0,0,0
3654,0,1,1,1,1,1,1
3656,0,0,1,1,0,0,1
3658,0,1,1,1,1,1,0
3659,1,0,0,1,0,0,1
3660,1,1,0,0,0,1,0
3661,1,1,0,0,0,1,1
3665,0,0,1,1,0,0,1
3666,0,1,0,0,0,1,1
3667,0,1,1,0,1,1,1
3668,1,1,0,0,0,1,0
3669,1,1,0,0,1,1,1
3670,0,1,0,0,0,1,0
3671,1,1,0,0,0,1,1
3672,0,1,0,0,1,1,0
3673,1,1,1,1,0,1,1
3674,1,1,0,0,0,1,0
3675,0,1,1,1,1,1,1
3676,1,1,0,0,0,1,0
3677,0,1,1,0,1,1,1
3678,1,1,0,0,0,1,0
3680,0,1,0,0,0,1,1
3681,1,1,0,0,0,1,0
3682,1,1,0,0,0,1,0
3683,0,1,1,0,0,1,0
3684,1,1,0,0,0,1,0
3685,0,1,1,1,0,1,1
3686,1,1,1,0,1,1,1
3687,0,0,1,1,0,0,1
3688,0,0,0,1,0,0,0
3689,0,1,1,0,0,1,1
3690,0,1,0,0,0,1,0
3691,1,1,0,0,0,1,0
3692,0,1,0,0,0,1,0
3693,0,0,1,1,0,0,0
3694,0,1,0,0,0,1,0
3695,0,1,0,0,0,1,1
3696,0,1,1,0,1,1,1
3698,0,1,0,0,0,1,0
3699,0,1,0,0,0,1,1
3700,0,0,1,1,0,0,0
3701,0,1,1,0,0,1,0
3702,1,1,1,0,1,1,1
3703,0,1,0,0,0,1,0
3704,0,1,0,0,0,1,0
3705,1,0,0,0,0,0,0
3707,1,1,0,0,0,1,1
3710,0,1,0,0,0,1,0
3711,1,1,1,0,0,1,1
3712,0,1,1,0,0,1,1
3713,0,1,1,1,1,1,1
3714,1,0,0,1,0,0,0
3715,1,1,0,0,0,1,0
3716,0,0,0,1,0,0,1
3717,0,1,0,0,0,1,0
3718,0,0,1,1,0,0,1
3719,1,1,0,0,0,1,0
3720,0,1,0,0,0,1,0
3721,0,1,1,1,0,1,1
3722,1,1,1,0,0,1,1
3723,0,0,1,1,0,0,1
3724,0,1,0,0,0,1,0
3725,1,1,1,1,0,1,0
3726,0,0,1,1,0,0,1
3727,0,1,0,0,0,1,0
3728,0,1,1,1,1,1,1
3729,0,1,0,0,0,1,1
3730,0,0,1,1,0,0,0
3731,1,1,0,0,0,1,1
3732,1,0,0,0,0,0,0
3733,0,1,0,0,0,1,0
3734,0,1,0,0,0,1,0
3735,0,0,1,1,0,0,0
3736,0,0,0,0,0,0,0
3737,0,1,0,0,0,1,1
3738,1,1,1,1,0,1,1
3739,1,0,1,0,0,0,1
3740,0,0,1,1,0,0,1
3742,0,1,1,1,0,1,1
3743,0,0,1,1,0,0,1
3744,0,1,1,0,0,1,0
3745,1,1,0,0,0,1,1
3746,1,1,1,1,1,1,1
3747,1,1,0,0,0,1,0
3748,1,1,0,0,0,1,0
3749,0,1,1,1,1,1,1
3750,1,1,0,0,0,1,0
3751,1,1,0,0,0,1,0
3752,0,1,0,0,1,1,0
3753,0,0,1,1,0,0,0
3754,1,1,1,0,0,1,0
3755,0,1,1,0,1,1,1
3756,1,1,1,0,0,1,0
3757,0,1,0,0,0,1,0
3758,0,1,0,0,0,1,0
3759,1,1,1,0,0,1,0
3760,1,1,1,1,0,1,0
3761,0,1,1,1,1,1,1
3762,0,1,0,0,0,1,0
3764,0,1,1,0,0,1,0
3765,1,1,1,0,0,1,0
3766,0,1,1,1,0,1,1
3767,0,1,0,0,0,1,0
3768,1,1,1,1,0,1,0
3770,0,1,1,1,0,1,0
3771,1,1,0,0,0,1,0
3772,1,0,1,1,0,0,1
3773,0,0,0,1,0,0,0
3775,0,0,0,0,0,0,1
3776,0,1,1,1,0,1,1
3777,0,1,1,0,0,1,1
3778,0,0,0,1,0,0,0
3779,0,1,1,1,0,1,1
3780,0,0,1,1,1,0,1
3782,1,0,1,1,0,0,0
3783,1,1,0,0,0,1,1
3785,0,0,0,1,0,0,1
3786,1,1,0,0,0,1,1
3787,1,1,0,0,0,1,1
3788,0,1,1,1,1,1,1
3789,0,1,1,1,0,1,0
3790,1,1,0,0,0,1,0
3791,0,1,1,0,1,1,1
3792,1,1,0,0,0,1,0
3793,0,1,1,0,0,1,0
3794,1,1,0,0,0,1,0
3796,0,1,1,1,1,1,1
3797,1,1,0,0,0,1,0
3798,0,0,1,1,0,0,0
3799,0,1,0,0,0,1,0
3800,1,1,0,0,0,1,0
3802,0,1,1,1,1,1,1
3805,0,1,0,0,1,1,0
3806,0,1,0,0,0,1,0
3807,1,1,0,0,0,1,0
3808,1,1,0,0,1,1,1
3809,0,0,0,0,0,0,1
3810,1,0,1,1,0,0,0
3811,0,0,0,1,0,0,0
3812,1,1,1,1,0,1,0
3813,1,1,0,0,0,1,0
3814,0,1,0,0,1,1,1
3815,1,1,0,0,0,1,1
3816,0,0,0,1,0,0,1
3818,0,1,1,0,0,1,0
3819,0,0,1,1,0,0,1
3820,0,0,1,1,0,0,1
3821,1,0,0,0,0,0,0
3823,0,0,1,1,0,0,0
3824,0,1,0,0,0,1,0
3825,1,1,0,0,0,1,1
3827,0,1,0,0,0,1,0
3829,0,1,1,0,1,1,1
3830,0,1,0,1,0,1,1
3831,1,1,0,0,0,1,0
3832,1,0,1,0,0,0,1
3834,1,0,0,1,0,0,1
3835,1,1,1,0,0,1,1
3836,0,1,0,0,1,1,1
3837,0,0,1,1,0,0,1
3838,0,1,1,0,0,1,0
3839,1,1,1,0,0,1,1
3840,1,1,1,1,1,1,1
3842,1,1,0,0,0,1,1
3843,0,1,0,0,0,1,0
3844,1,1,0,0,0,1,0
3845,1,0,0,1,0,0,1
3846,0,1,0,0,1,1,0
3847,0,1,0,0,0,1,0
3848,0,1,1,0,1,1,1
3849,0,0,1,1,0,0,0
3850,1,1,1,1,1,1,0
3851,1,0,1,1,0,0,0
3852,0,1,0,0,0,1,0
3853,1,1,1,0,0,1,1
3855,0,1,1,1,1,1,1
3856,1,1,0,0,0,1,0
3857,1,1,1,0,0,1,0
3859,0,1,1,0,1,1,1
3860,0,1,1,0,0,1,0
3861,1,1,0,0,0,1,1
3862,0,0,0,1,0,0,1
3863,0,1,1,1,0,1,0
3864,0,1,1,0,0,1,0
3866,1,1,0,0,0,1,0
3867,0,1,0,0,0,1,1
3868,0,0,1,0,0,0,0
3869,0,0,0,0,0,0,0
3871,0,1,1,0,1,1,1
3872,0,1,1,1,1,1,1
3874,0,1,1,0,1,1,1
3875,0,0,1,1,0,0,0
3876,0,1,0,0,0,1,1
3877,0,1,1,0,1,1,0
3878,0,1,0,0,0,1,0
3879,0,1,0,0,0,1,0
3880,0,0,1,1,0,0,1
3881,1,1,0,0,0,1,1
3882,0,1,1,0,0,1,1
3883,1,1,0,0,0,1,0
3884,0,1,0,0,0,1,0
3885,1,0,1,1,0,0,1
3886,0,1,0,0,0,1,0
