,sex,age_cat,race,juv_crime,priors_count,c_charge_degree,score_text,v_score_text,two_year_recid
2386,2,3,1,1,1,1,2,1,2
2388,2,1,1,1,5,2,2,2,1
2391,2,2,2,1,3,1,2,2,1
2392,2,1,1,1,2,2,2,2,1
2396,2,3,2,1,1,1,1,3,2
2397,2,2,2,1,2,1,2,2,1
2398,2,1,1,1,6,1,1,3,1
2400,2,3,1,3,4,1,1,1,2
2401,2,3,1,1,2,1,1,1,1
2402,2,3,2,1,2,1,3,3,2
2403,2,1,1,3,7,2,1,1,2
2404,2,1,1,2,15,2,3,1,2
2405,2,2,1,1,7,2,2,2,2
2406,2,2,1,1,8,1,1,2,2
2407,2,1,1,1,2,2,3,3,1
2408,2,2,2,1,3,1,2,2,1
2409,2,1,1,1,23,1,1,2,1
2411,2,3,1,1,2,2,2,2,2
2412,2,3,2,3,1,1,3,3,1
2413,2,3,1,1,1,1,1,1,2
2414,2,1,1,1,5,2,1,3,1
2415,2,1,1,1,2,2,3,2,2
2416,2,2,1,3,25,2,1,1,2
2418,2,1,1,1,1,1,1,2,1
2419,2,3,1,1,2,1,2,3,1
2420,2,1,2,1,1,1,2,2,1
2421,2,2,1,2,6,1,2,2,1
2423,2,1,1,1,3,1,2,2,2
2425,2,3,1,1,3,1,1,1,2
2426,2,2,2,1,2,1,2,2,2
2427,2,3,1,1,1,1,3,2,2
2428,2,1,2,2,6,2,2,2,2
2429,2,3,2,1,1,1,2,2,1
2430,2,1,1,1,2,2,3,2,2
2432,2,2,2,1,1,2,2,2,1
2434,1,1,1,1,4,2,3,2,2
2436,2,1,1,1,3,1,1,3,1
2437,2,2,2,1,1,2,2,2,1
2438,2,3,1,4,2,2,3,1,2
2440,2,3,1,1,4,1,1,1,2
2441,2,1,2,1,10,2,2,2,2
2442,2,2,2,1,2,2,2,2,1
2443,2,2,1,1,19,2,3,2,2
2444,2,3,1,1,2,1,1,1,2
2445,2,1,1,1,4,2,2,2,2
2446,2,1,1,2,7,1,1,1,2
2447,2,1,2,1,2,1,2,2,2
2448,2,1,2,1,2,1,3,2,1
2449,2,2,2,1,1,1,2,2,1
2450,2,1,1,1,4,2,2,2,1
2451,2,3,1,1,1,2,3,3,1
2452,2,2,2,1,19,2,2,2,2
2453,2,1,1,1,3,1,2,2,2
2454,2,2,2,1,1,2,2,2,1
2455,2,1,1,1,1,1,2,2,1
2457,2,1,1,1,7,1,3,2,1
2459,2,2,2,1,1,2,2,2,2
2460,2,1,1,1,4,1,2,2,1
2461,2,2,2,1,2,1,2,2,1
2462,2,1,2,1,1,2,2,2,1
2463,2,2,1,1,2,2,2,2,2
2464,2,2,2,1,4,1,2,2,1
2465,2,2,2,1,4,1,2,2,1
2466,1,3,2,1,1,1,2,3,1
2467,1,2,1,1,11,1,2,2,2
2468,2,1,1,1,1,1,1,3,1
2470,1,1,2,1,1,2,2,2,1
2472,2,2,2,1,2,2,2,2,2
2473,2,3,2,4,1,2,3,1,1
2475,2,1,2,1,10,2,3,3,2
2477,2,3,1,1,5,1,1,1,2
2478,2,2,2,1,2,2,2,2,1
2479,1,2,2,1,1,2,2,2,1
2480,1,3,2,1,3,2,3,3,1
2481,1,2,2,1,2,2,2,2,1
2482,2,3,2,3,7,1,1,3,1
2483,1,1,2,1,1,1,3,2,1
2484,1,1,2,1,3,1,1,1,1
2485,1,3,1,1,2,1,3,3,1
2486,2,3,1,1,3,1,2,2,2
2487,2,1,1,1,1,1,2,2,1
2488,2,3,1,1,1,1,2,3,1
2489,2,2,2,1,2,2,2,2,1
2490,2,1,1,1,7,1,1,3,2
2491,2,1,1,2,8,1,1,1,2
2492,2,1,1,1,6,1,2,3,2
2493,2,2,2,1,9,1,2,2,1
2494,1,2,2,2,8,1,2,2,2
2495,2,1,1,1,4,2,2,2,1
2496,1,1,1,1,2,1,3,2,2
2498,2,2,2,1,1,2,2,2,1
2499,2,1,2,1,1,1,2,2,1
2500,2,1,1,1,1,2,2,2,2
2501,2,1,1,3,1,2,2,2,1
2502,2,2,1,1,20,1,1,3,2
2503,2,2,1,1,25,1,1,2,1
2504,2,1,1,1,3,2,2,2,1
2505,2,1,2,2,10,1,1,1,2
2506,2,1,1,1,7,1,3,2,2
2507,2,3,1,1,4,1,2,2,2
2508,2,3,2,2,3,1,1,1,2
2510,2,1,1,1,2,1,2,3,2
2511,1,3,1,1,1,1,2,3,1
2512,2,1,1,5,10,1,1,3,1
2513,1,2,1,1,1,1,2,2,1
2514,2,3,1,1,2,1,2,3,1
2515,2,3,1,1,1,1,2,2,1
2516,2,1,2,1,11,1,3,3,2
2517,2,1,1,1,2,2,2,2,2
2518,2,3,2,1,1,1,3,3,1
2519,1,1,1,1,4,1,3,2,1
2520,2,3,1,1,1,1,3,3,2
2521,2,2,2,1,3,2,2,2,1
2522,2,2,1,1,2,1,2,2,1
2523,2,3,1,2,1,1,1,1,2
2525,2,2,1,1,21,1,3,2,1
2526,2,2,2,1,2,2,2,2,2
2527,1,3,1,1,1,1,2,3,1
2528,2,3,1,1,6,1,2,2,2
2529,1,1,1,1,4,1,3,2,2
2530,1,1,2,1,1,1,3,2,1
2531,2,3,2,3,1,1,2,3,1
2533,2,1,2,1,6,1,3,2,2
2536,2,3,2,2,4,1,3,3,2
2537,1,1,1,1,1,2,2,2,1
2538,1,1,2,1,2,1,2,2,1
2539,2,1,1,1,9,1,2,2,1
2540,2,1,2,1,4,1,2,2,1
2541,2,1,1,1,3,2,3,3,2
2542,2,1,1,1,1,1,2,2,2
2543,2,1,1,3,25,2,1,3,2
2545,1,1,1,1,4,2,2,2,1
2546,2,1,2,1,1,1,2,2,1
2548,2,1,1,1,10,2,3,2,1
2549,1,1,1,1,1,1,3,3,2
2550,1,1,1,1,2,2,2,2,1
2551,1,2,1,1,1,2,2,2,1
2552,2,3,2,1,1,1,2,2,2
2553,2,1,2,1,10,1,1,2,2
2554,2,2,1,1,1,1,2,2,2
2555,2,1,1,2,6,1,1,1,2
2556,1,2,1,1,8,2,1,2,1
2557,2,2,2,1,4,2,2,2,1
2558,2,1,2,1,1,2,3,2,2
2559,2,3,1,2,3,1,2,2,2
2561,2,1,2,4,10,1,1,1,1
2562,2,3,1,2,1,2,1,1,2
2564,2,1,1,1,6,1,3,3,2
2565,2,2,1,1,1,2,2,2,2
2566,2,1,1,1,6,1,1,1,1
2567,2,2,1,1,14,1,2,2,2
2568,2,1,1,1,3,1,2,2,1
2571,2,3,1,3,2,1,1,1,2
2572,2,2,2,1,1,2,2,2,1
2573,2,1,1,1,8,1,1,1,2
2574,2,1,1,1,1,2,2,2,1
2575,2,1,2,1,5,1,3,2,2
2576,1,3,1,1,3,2,3,3,1
2577,2,3,1,1,5,1,1,1,2
2578,2,1,2,1,1,2,2,2,2
2579,2,1,2,1,1,1,2,2,1
2581,2,1,1,1,3,1,1,3,2
2582,2,2,2,1,1,2,2,2,2
2583,2,1,2,1,2,1,1,1,1
2584,2,2,2,1,1,2,2,2,2
2585,2,1,1,2,8,1,1,3,2
2586,2,1,2,1,1,2,2,2,2
2587,1,3,1,1,2,1,3,3,2
2588,2,1,1,1,3,1,2,2,2
2590,2,1,1,3,11,1,1,3,2
2591,1,1,2,1,2,2,2,2,1
2592,2,1,1,5,13,2,1,3,2
2594,2,3,2,2,2,2,3,1,1
2595,2,1,2,1,2,1,2,2,1
2597,2,1,1,1,1,1,1,3,1
2598,2,3,1,1,2,1,1,1,2
2599,2,1,2,1,3,2,2,2,2
2600,2,1,1,1,6,2,3,3,1
2601,2,2,2,1,1,2,2,2,1
2602,2,3,1,1,1,1,1,1,1
2603,2,1,1,1,9,2,2,2,1
2604,1,1,2,1,1,1,2,2,1
2605,2,2,2,1,6,1,3,2,2
2606,1,3,1,1,1,2,2,3,1
2607,2,1,1,1,6,1,3,2,2
2608,1,2,2,1,2,1,2,2,1
2609,1,1,2,1,1,2,2,2,1
2610,2,2,2,1,21,1,1,3,2
2611,2,3,1,1,1,2,2,3,2
2614,2,2,1,1,7,1,2,2,1
2615,2,1,2,1,1,2,2,2,1
2617,2,3,1,1,2,1,1,1,2
2618,2,1,2,1,2,2,2,2,1
2620,2,1,2,1,1,2,1,3,2
2621,1,2,1,1,1,2,2,2,1
2622,2,2,2,1,1,2,2,2,1
2623,2,1,2,1,3,2,2,2,1
2625,2,3,1,1,1,2,2,3,1
2626,2,2,1,1,11,1,3,2,1
2627,2,1,2,1,18,1,1,1,1
2629,2,1,2,1,3,1,2,2,2
2630,2,2,1,1,4,2,2,2,2
2631,1,2,2,1,1,1,2,2,2
2632,2,3,1,1,1,2,1,1,2
2633,1,1,2,1,10,1,2,2,2
2634,2,2,1,1,7,1,2,2,1
2635,2,1,1,1,13,1,1,3,2
2636,2,1,2,1,2,1,2,2,1
2637,2,1,2,1,1,2,2,2,1
2638,2,3,1,1,3,1,3,1,2
2639,2,1,2,1,1,2,3,2,1
2640,1,2,1,1,2,2,2,2,2
2642,2,3,2,3,2,1,2,3,2
2643,2,3,1,1,1,1,3,3,2
2644,2,3,1,1,1,1,3,1,1
2645,2,3,1,1,1,1,3,1,1
2646,2,2,1,1,4,1,2,2,1
2647,2,1,1,13,22,1,1,1,2
2649,1,1,1,1,1,2,2,2,1
2650,2,2,2,1,2,1,2,2,1
2651,2,1,2,1,5,1,2,2,1
2652,2,2,1,1,2,1,2,2,1
2653,2,1,1,1,2,1,2,2,2
2655,2,3,2,3,2,1,2,2,1
2656,2,2,2,1,4,1,2,2,1
2657,2,1,2,1,3,1,1,2,2
2658,2,1,2,1,4,1,2,2,1
2659,2,1,2,1,2,1,2,2,1
2660,2,3,1,1,1,1,1,3,1
2661,2,3,1,2,2,1,3,2,1
2662,2,2,2,1,1,2,2,2,1
2663,2,1,2,1,4,1,3,2,2
2664,2,1,1,1,4,1,2,2,2
2665,2,2,2,1,1,1,2,2,2
2666,2,3,2,1,3,1,3,3,1
2667,2,1,2,1,2,1,2,2,2
2668,2,1,1,2,16,1,1,3,1
2669,2,1,1,1,1,1,2,2,1
2670,2,1,1,1,11,1,3,2,2
2671,1,3,1,2,4,2,1,3,1
2672,2,1,2,1,7,2,2,2,2
2673,2,1,1,1,10,1,3,3,2
2675,2,1,2,1,10,1,2,2,1
2676,1,1,1,6,11,1,1,1,2
2678,2,1,1,1,1,1,3,2,2
2679,2,2,1,1,24,1,1,3,2
2680,1,1,2,1,9,1,3,3,2
2681,2,2,2,1,4,1,2,2,1
2682,1,3,2,1,1,2,1,3,1
2683,1,1,1,1,3,1,3,2,1
2684,2,1,1,2,3,2,2,2,2
2685,2,2,1,1,14,1,1,3,2
2686,2,3,1,1,1,2,2,3,2
2688,1,2,1,1,2,1,2,2,1
2689,2,1,2,1,3,1,3,3,1
2690,2,1,2,1,11,2,2,2,1
2691,2,1,2,1,3,1,3,3,1
2692,1,1,1,1,4,1,3,2,1
2693,2,1,1,1,2,1,1,1,1
2694,2,1,2,1,3,2,2,2,1
2695,2,1,1,2,6,1,1,3,1
2697,2,2,2,1,1,2,2,2,1
2698,2,1,1,1,3,1,2,2,2
2699,2,1,1,1,8,1,2,2,1
2700,2,2,2,1,4,2,2,3,2
2701,2,1,1,1,4,1,3,2,2
2702,1,2,2,1,2,2,2,2,2
2703,1,1,1,1,1,1,3,2,2
2704,1,3,1,1,1,2,2,2,1
2705,2,1,1,1,7,1,1,1,2
2707,1,1,1,2,5,1,3,2,1
2709,2,1,1,1,15,1,3,3,2
2710,2,3,2,1,2,2,2,2,1
2711,2,2,2,1,4,1,2,2,2
2712,1,1,1,1,4,1,2,2,1
2713,1,1,1,1,5,1,3,2,2
2714,2,3,2,1,3,1,2,2,2
2715,2,1,1,1,3,1,2,2,2
2716,2,1,1,1,1,1,3,2,1
2717,2,1,2,1,1,2,2,2,1
2718,1,1,1,1,4,1,2,2,1
2719,2,1,1,1,2,1,2,2,2
2720,2,1,2,1,7,1,3,2,2
2721,2,2,1,1,4,1,2,2,1
2722,2,3,1,1,2,2,2,3,2
2723,2,1,1,1,1,1,1,3,1
2725,2,1,2,1,10,1,1,1,2
2728,2,3,1,3,10,2,1,3,2
2729,2,1,1,5,17,1,1,3,2
2731,2,3,1,1,1,1,1,1,1
2733,2,3,1,2,8,1,1,3,2
2735,2,2,2,1,1,1,2,2,1
2736,1,1,1,1,5,1,3,2,2
2738,2,2,1,1,2,2,3,2,1
2739,2,2,2,1,1,1,2,2,2
2740,2,2,1,1,4,1,1,2,2
2741,2,1,1,1,15,1,1,2,1
2742,2,1,2,1,1,2,2,2,1
2743,2,1,1,3,22,1,1,1,1
2744,1,1,1,1,4,1,2,2,2
2746,2,3,1,2,2,1,1,1,2
2747,2,1,1,1,10,1,1,3,2
2749,2,2,1,3,10,1,1,3,2
2750,2,3,1,2,1,1,1,3,2
2751,1,1,2,1,3,1,3,2,2
2752,2,3,1,3,4,2,1,1,2
2753,2,1,2,1,2,1,2,2,1
2754,2,2,2,1,5,1,2,2,1
2755,2,3,1,1,1,1,2,3,1
2757,2,2,1,1,9,2,2,2,2
2758,2,1,1,1,5,1,2,2,2
2759,2,3,1,2,5,1,1,3,2
2760,2,1,1,1,6,1,1,2,1
2761,2,3,2,1,1,2,2,3,2
2763,1,1,2,1,2,2,3,2,2
2765,2,1,1,1,4,1,1,3,2
2767,2,1,1,4,11,1,3,3,2
2768,2,3,1,1,2,2,2,2,1
2769,2,1,1,1,2,1,2,2,1
2770,2,3,1,2,3,1,3,1,2
2771,2,3,1,1,7,1,1,1,2
2772,2,1,2,8,18,1,3,3,2
2773,2,1,1,1,2,1,2,3,1
2774,2,1,1,1,7,1,1,1,2
2775,2,1,2,1,2,2,2,2,1
2776,2,1,2,1,3,2,2,2,1
2777,2,1,2,4,11,1,3,2,2
2778,2,3,2,1,5,2,3,2,2
2779,2,2,1,1,11,1,2,2,2
2780,2,1,1,1,10,1,3,2,2
2782,2,1,2,1,2,1,2,2,2
2783,2,1,2,1,2,1,2,2,1
2784,2,1,2,1,2,1,2,2,1
2785,2,1,1,1,3,1,1,1,2
2786,2,3,1,1,1,2,2,2,2
2787,2,1,1,2,5,1,1,3,2
2788,2,1,1,1,1,1,2,2,2
2790,1,1,2,1,1,2,2,2,1
2791,2,1,1,1,20,1,1,3,2
2792,2,1,2,1,1,2,2,2,1
2793,2,1,1,1,7,1,1,1,2
2794,2,1,2,1,1,2,2,2,2
2795,1,1,2,3,3,1,3,2,2
2796,2,1,1,1,9,1,1,1,2
2797,2,1,1,1,1,1,3,2,1
2798,2,2,1,1,9,1,2,2,1
2799,2,3,2,1,2,2,2,3,2
2800,2,1,1,1,7,1,2,2,2
2801,2,1,1,1,1,1,2,2,1
2802,2,1,2,1,5,1,3,2,1
2803,1,3,2,2,3,1,1,2,1
2804,2,2,1,1,14,2,3,3,2
2805,2,3,2,2,1,1,1,1,2
2806,1,1,2,1,6,1,1,2,1
2807,1,3,1,1,1,1,3,3,1
2808,2,1,1,1,4,1,2,2,1
2809,1,1,1,1,6,1,3,3,2
2810,1,1,2,1,1,2,2,2,1
2811,2,3,1,1,1,2,2,3,1
2812,2,1,2,3,4,1,2,2,1
2813,2,1,2,1,1,1,2,2,1
2814,2,3,1,1,2,1,3,1,2
2815,2,3,1,1,1,2,2,3,1
2816,1,2,1,1,2,1,2,2,1
2817,2,3,1,1,4,1,1,1,2
2818,2,3,1,1,2,1,3,3,2
2819,1,3,1,1,2,1,2,3,2
2820,1,1,2,1,8,1,3,2,2
2821,2,1,2,1,3,1,2,2,2
2823,1,3,1,1,3,1,3,2,2
2824,2,1,2,1,1,1,3,3,1
2825,2,3,1,2,3,2,1,1,2
2826,2,1,1,1,2,1,2,2,1
2827,2,1,1,1,2,2,2,2,2
2828,2,1,1,5,25,2,1,1,2
2829,2,1,1,1,2,1,3,2,1
2830,2,2,2,1,1,1,2,2,1
2831,1,1,2,1,2,2,3,2,2
2832,1,3,1,1,1,2,3,3,1
2833,1,1,1,1,1,2,2,2,1
2834,2,1,1,1,8,1,1,3,2
2835,2,2,1,1,7,1,2,2,1
2836,1,1,2,1,3,1,2,2,2
2837,2,1,1,1,6,2,3,3,2
2839,2,1,2,2,7,2,3,2,2
2840,2,2,2,1,1,2,2,2,1
2841,2,1,1,1,6,1,3,3,2
2842,2,3,1,1,1,1,2,3,2
2843,2,1,1,2,11,1,3,3,2
2844,2,3,1,2,3,1,1,3,2
2845,2,1,1,6,11,1,1,3,2
2846,1,2,1,1,1,2,2,2,1
2847,2,1,1,1,1,2,2,2,1
2848,2,3,1,5,8,1,1,1,2
2849,2,1,1,1,4,1,2,2,2
2850,2,1,1,1,8,1,2,2,1
2851,1,1,2,1,1,2,2,2,1
2853,2,1,1,1,2,1,2,2,1
2854,2,3,1,1,1,1,3,3,2
2855,2,1,1,1,3,2,3,2,1
2856,2,1,1,1,2,2,2,2,2
2857,2,1,2,2,19,1,1,1,2
2858,1,1,1,1,4,1,2,2,2
2859,2,3,2,1,1,1,3,3,2
2860,2,1,1,1,1,2,2,2,2
2861,2,2,1,1,7,2,3,2,2
2862,1,2,1,1,5,1,2,2,1
2863,1,3,2,1,2,2,3,2,1
2865,2,1,2,1,1,2,2,2,2
2866,2,1,1,1,6,1,1,3,2
2867,2,1,1,1,2,2,2,2,1
2868,1,2,2,1,3,1,2,2,1
2869,2,1,1,1,2,1,1,1,2
2870,2,1,1,13,24,1,1,3,2
2871,2,1,1,4,26,2,1,2,2
2872,2,1,1,1,19,1,1,3,2
2873,2,2,1,1,2,2,2,2,1
2874,2,1,1,1,12,1,3,2,1
2875,1,1,2,1,1,1,2,2,1
2877,2,1,2,2,10,1,1,3,1
2878,2,3,1,2,8,1,1,1,2
2880,2,1,2,1,1,1,2,2,1
2881,2,1,1,1,8,1,3,3,1
2882,1,1,1,1,1,2,2,2,2
2883,2,1,1,1,2,1,2,2,1
2884,2,1,1,1,4,2,2,2,1
2886,1,1,1,1,4,1,3,2,1
2887,2,1,1,2,27,1,1,2,2
2889,2,2,2,1,2,1,2,2,1
2890,2,2,2,1,2,1,2,2,1
2891,2,3,1,1,2,2,2,2,1
2892,2,1,1,1,1,1,2,2,1
2893,2,2,1,1,12,1,1,2,1
2894,2,2,2,1,14,1,2,2,1
2895,2,1,1,9,10,1,3,2,2
2896,1,1,2,1,2,1,2,2,1
2899,1,1,1,1,6,1,3,2,2
2900,2,2,1,1,1,1,2,2,1
2901,2,1,2,1,1,1,2,2,1
2902,2,3,1,4,3,1,2,2,2
2903,2,3,1,2,2,1,3,3,2
2904,1,1,1,3,11,1,1,2,1
2905,2,3,2,1,9,1,1,1,1
2906,1,1,2,1,3,1,1,2,2
2907,2,1,2,1,1,1,2,2,1
2908,2,1,2,1,1,1,2,2,1
2909,2,1,1,1,5,2,2,2,2
2910,2,1,1,1,1,1,2,2,2
2911,2,2,2,1,3,1,2,2,1
2912,1,2,2,1,11,1,3,2,2
2913,2,3,1,1,1,1,2,3,2
2914,1,3,1,1,2,1,3,3,2
2915,2,1,1,1,1,1,1,3,2
2916,2,3,1,1,2,1,3,3,2
2918,2,3,2,1,3,1,3,3,2
2919,2,3,1,1,1,1,1,3,2
2920,2,1,2,1,3,1,2,2,1
2921,1,2,2,1,1,2,2,2,1
2922,2,3,1,1,2,1,3,3,2
2923,2,1,1,1,1,1,2,3,1
2924,2,3,2,1,2,1,2,3,1
2926,2,1,2,1,4,1,3,2,2
2927,1,1,1,1,2,1,2,2,1
2928,2,2,2,1,4,2,2,2,1
2930,2,1,1,1,1,2,2,2,1
2931,2,1,2,1,1,2,2,2,2
2932,2,3,1,5,4,1,1,1,2
2934,2,3,1,2,4,1,1,3,2
2935,2,2,2,1,3,1,2,3,1
2936,2,1,1,1,1,2,2,2,1
2937,1,1,2,1,1,1,2,2,2
2938,2,1,2,1,1,1,2,2,1
2939,2,3,1,1,1,2,1,3,2
2940,2,3,2,1,1,1,1,3,2
2942,2,1,2,1,4,1,3,2,2
2944,2,1,2,1,1,1,1,1,2
2946,2,1,1,1,8,1,3,2,2
2947,2,2,2,1,1,2,2,2,1
2948,1,1,1,1,12,1,3,2,1
2949,2,1,1,1,8,1,2,2,1
2950,2,1,1,1,2,1,2,3,2
2951,1,1,1,1,16,2,1,2,2
2952,2,1,2,2,10,2,2,2,1
2953,2,1,1,1,1,1,3,3,2
2955,1,1,2,1,1,2,2,2,1
2956,2,1,2,1,6,1,3,2,2
2957,2,1,2,1,1,2,2,2,2
2958,2,1,1,1,5,1,2,2,1
2960,2,1,1,1,2,2,2,2,2
2962,1,3,2,1,3,2,3,3,2
2963,2,2,2,1,1,1,2,2,1
2964,2,2,2,1,2,1,2,2,2
2965,2,1,2,1,4,2,2,2,2
2966,2,1,2,1,2,1,2,2,2
2967,2,1,1,1,1,2,2,2,2
2968,2,1,1,1,1,2,2,2,1
2969,2,1,2,1,6,1,2,2,1
2970,2,3,1,1,1,1,2,2,1
2971,2,1,1,2,9,2,3,3,1
2972,2,2,2,1,8,1,2,2,1
2973,2,2,1,1,4,2,2,2,2
2974,2,2,2,1,8,1,3,3,2
2975,2,1,2,1,6,1,2,2,2
2976,2,2,2,1,4,2,3,2,1
2977,2,1,2,1,1,1,2,2,1
2978,2,1,1,2,28,2,3,2,1
2979,2,1,1,1,6,1,3,3,1
2980,1,1,1,1,1,2,2,2,2
2981,2,3,2,1,1,1,1,1,2
2982,1,1,2,1,3,1,1,2,2
2983,2,3,2,2,1,2,3,3,1
2984,2,3,1,1,1,2,2,2,2
2985,2,3,1,1,2,2,1,1,2
2986,2,1,1,1,1,2,2,2,2
2987,2,2,2,1,9,1,2,2,1
2988,2,1,1,1,2,2,2,2,1
2989,1,1,2,1,1,2,3,2,1
2990,2,2,2,1,1,1,2,2,1
2991,2,2,2,1,17,1,1,2,2
2992,2,1,1,1,4,1,2,2,2
2993,2,2,1,1,1,2,2,2,1
2994,1,1,2,1,4,1,3,3,2
2995,1,1,1,1,1,1,2,2,1
2998,2,1,1,2,12,1,1,3,1
2999,2,1,1,3,12,1,1,3,2
3000,2,1,1,1,5,2,2,2,1
3002,1,3,1,1,2,1,1,3,2
3003,1,1,2,1,2,1,2,2,1
3004,2,1,1,1,1,2,2,2,2
3005,2,1,2,1,8,1,1,3,2
3006,2,3,1,2,2,1,1,3,1
3007,2,3,1,1,1,1,1,1,2
3008,1,1,2,1,4,1,2,2,1
3009,2,2,1,1,2,2,2,3,1
3010,2,2,2,1,4,1,2,2,1
3011,2,1,1,1,3,1,3,3,2
3012,2,3,1,1,1,2,1,1,1
3013,2,2,2,1,1,1,2,2,1
3014,2,1,1,2,10,1,3,2,1
3015,1,3,1,1,3,1,1,1,2
3016,2,1,1,1,9,1,1,3,2
3017,1,1,1,1,3,2,3,2,1
3018,2,1,1,1,6,2,3,3,1
3020,2,3,1,1,2,1,3,3,2
3021,2,1,1,1,3,2,2,3,1
3022,2,1,2,1,1,2,2,2,1
3023,2,1,1,1,1,1,2,2,1
3024,2,3,1,1,3,1,2,2,2
3025,2,2,2,1,3,1,2,2,1
3026,1,1,1,1,1,1,1,3,2
3027,1,1,1,1,3,1,2,2,1
3028,2,1,2,1,6,1,2,3,2
3029,2,3,1,1,4,1,3,3,2
3030,1,1,2,1,4,2,2,2,2
3031,2,2,2,1,10,2,2,2,2
3032,1,3,1,1,2,1,1,3,2
3033,2,2,1,1,3,2,3,2,2
3034,1,2,2,1,2,2,2,2,1
3035,2,3,1,1,2,1,1,1,2
3037,1,1,1,1,4,1,3,2,2
3038,2,2,1,1,1,2,2,2,1
3039,2,1,1,2,3,1,1,3,1
3040,1,1,2,1,2,1,2,2,2
3041,2,2,1,1,5,1,3,2,1
3042,2,1,1,2,22,2,1,1,2
3043,2,1,2,1,1,1,2,2,1
3044,2,1,2,1,2,1,2,2,1
3045,1,1,2,1,3,1,2,2,1
3046,1,3,1,1,5,1,1,1,2
3047,1,1,2,1,1,1,2,2,2
3048,1,1,2,2,5,1,2,2,1
3049,2,1,1,1,21,1,1,3,2
3050,2,3,1,1,2,1,2,2,2
3051,2,2,1,1,1,2,2,2,1
3052,2,1,1,1,2,1,2,2,1
3053,2,3,1,1,2,1,2,3,2
3054,1,3,1,1,1,1,1,1,2
3055,1,1,2,1,1,1,2,2,2
3056,2,3,1,1,1,1,2,2,1
3057,2,1,1,1,5,1,3,3,1
3058,2,1,1,1,1,2,2,2,1
3060,2,1,2,1,1,1,2,2,1
3061,2,3,1,1,4,1,1,1,1
3063,2,1,2,1,6,1,2,2,1
3064,2,2,2,1,2,1,2,2,1
3065,2,3,1,2,1,1,1,1,2
3066,2,3,1,1,8,1,1,3,2
3067,2,3,2,1,1,1,2,3,1
3069,2,2,1,1,14,1,2,2,1
3070,1,3,1,1,3,1,3,3,1
3072,2,2,2,1,8,1,2,2,1
3073,2,1,1,1,4,1,3,2,2
3074,2,3,1,1,2,1,2,2,2
3075,2,2,1,1,1,1,2,2,1
3076,2,3,2,1,4,1,3,2,2
3077,2,1,1,1,2,2,2,3,1
3078,1,1,2,1,1,2,3,2,1
3081,2,2,1,1,2,2,2,2,1
3083,2,1,2,1,2,2,2,2,1
3084,2,1,1,1,1,2,2,2,1
3085,2,2,2,1,2,1,2,2,1
3087,2,1,1,1,8,1,2,2,1
3088,2,1,2,2,6,1,3,3,2
3089,1,1,2,1,1,1,3,2,1
3090,2,3,2,3,3,1,1,1,2
3093,2,3,2,2,2,1,3,3,2
3094,1,3,1,2,3,2,1,1,2
3095,2,1,1,1,7,1,1,2,2
3096,1,1,1,1,1,2,2,2,1
3097,2,2,2,1,4,2,2,2,2
3098,1,3,1,1,3,1,2,2,1
3099,2,1,2,1,5,1,1,1,2
3100,2,2,2,1,1,2,2,2,1
3101,2,3,1,5,15,1,1,1,2
3102,2,1,1,1,12,1,3,2,1
3103,2,2,1,1,23,1,1,2,2
3104,2,3,2,1,1,1,2,3,1
3105,2,1,1,1,6,2,1,3,1
3106,2,2,1,2,20,1,1,2,2
3107,2,2,1,1,1,2,2,2,2
3108,2,1,2,1,2,2,2,2,1
3110,2,1,1,1,1,1,2,2,1
3111,2,1,2,1,1,1,3,2,2
3112,2,1,1,1,6,1,2,2,2
3113,1,1,1,1,1,1,2,2,1
3115,1,1,2,1,2,1,3,3,1
3116,2,1,1,1,3,1,3,3,2
3117,1,1,1,1,10,1,3,3,2
3118,2,3,1,4,4,1,1,1,2
3119,2,1,1,1,6,1,1,3,1
3120,2,1,1,1,12,2,3,2,2
3121,2,2,1,1,14,1,3,3,1
3122,2,1,1,1,5,1,1,3,2
3123,1,1,2,1,2,2,2,2,1
3124,2,1,1,1,7,1,3,3,2
3125,2,1,2,1,10,1,3,2,2
3126,2,1,2,1,5,2,2,2,2
3127,2,3,2,1,4,2,1,3,2
3128,2,1,2,1,1,1,3,2,1
3130,1,1,2,1,1,2,3,2,1
3131,2,1,1,1,1,2,3,2,2
3132,2,2,2,1,2,1,2,2,1
3133,1,1,2,1,2,2,3,2,2
3134,2,1,1,1,9,1,3,2,1
3135,2,1,1,1,1,1,2,2,1
3136,2,1,2,1,3,1,2,2,1
3137,2,2,1,1,23,1,3,3,2
3139,2,2,2,1,1,2,2,2,2
3140,2,1,1,1,3,1,1,3,2
3141,2,2,2,1,2,2,2,2,1
3142,2,2,2,1,3,1,2,2,1
3143,2,1,2,1,1,2,3,1,2
3144,2,1,1,1,7,1,1,3,2
3145,2,1,2,1,2,1,2,2,1
3147,1,1,2,1,6,2,2,2,2
3148,2,1,1,1,1,2,2,2,1
3149,2,1,2,1,1,1,2,2,1
3150,1,2,2,1,4,2,2,2,1
3153,2,1,2,1,5,1,2,2,2
3154,2,3,1,1,7,1,3,3,2
3155,1,1,1,1,1,2,2,2,2
3156,2,1,1,1,6,1,2,2,1
3157,2,1,2,1,13,1,3,2,1
3158,1,1,1,1,3,1,2,2,2
