,checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,numner-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
901,4,3,2,2,2,5,3,2,3,4,2,2,2,2,2,2,1,2,2,2,1,2
902,4,3,2,3,3,5,4,2,3,4,4,2,2,1,2,2,1,1,2,2,1,2
903,4,3,4,8,1,5,1,4,3,2,2,2,2,3,1,2,1,2,2,2,2,2
904,4,3,4,8,1,3,4,4,3,1,2,2,2,2,1,1,1,2,2,2,1,2
905,2,3,4,8,1,3,1,2,3,2,2,1,2,3,1,1,2,2,2,2,1,2
906,2,3,4,2,2,5,2,2,1,2,2,1,2,2,1,4,1,1,1,2,1,2
907,1,3,4,5,2,5,1,2,3,2,1,2,2,2,1,2,1,1,2,2,2,2
908,4,3,3,3,2,3,3,1,3,2,3,2,2,2,2,4,1,1,2,1,1,2
909,1,2,4,2,2,5,1,1,3,2,2,2,2,2,1,4,1,1,2,1,1,2
910,4,3,3,8,2,3,1,4,3,4,2,2,2,2,2,2,1,1,2,1,1,2
911,1,3,2,6,2,3,3,2,3,4,1,1,1,2,1,4,1,1,2,1,1,1
912,1,3,4,8,2,5,4,2,3,4,1,1,2,2,1,2,1,1,2,1,1,2
913,4,2,4,1,2,4,4,1,3,2,2,2,2,2,1,2,1,2,2,2,1,2
914,2,3,1,1,2,3,1,4,3,2,3,2,2,3,1,2,1,2,2,2,1,1
915,1,3,5,7,3,3,1,1,3,2,3,2,1,2,1,1,1,2,1,1,1,1
916,4,2,4,3,2,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1,2
917,2,2,4,2,3,3,4,1,3,4,4,2,1,2,1,1,1,2,2,2,1,1
918,2,3,4,6,2,1,5,1,3,1,3,2,2,2,1,2,1,1,2,2,1,1
919,2,3,4,6,2,3,4,4,3,2,3,2,2,3,1,1,1,2,2,2,1,1
920,4,3,2,6,1,3,1,4,3,2,4,2,2,2,2,2,1,1,2,1,1,2
921,4,3,3,8,3,2,2,4,3,1,1,2,2,2,1,1,1,2,2,2,1,2
922,2,2,4,8,1,3,3,3,3,4,3,1,2,3,1,2,1,1,2,1,1,1
923,1,3,4,2,2,3,2,3,3,4,3,2,2,3,1,2,2,2,2,2,1,2
924,2,3,1,6,3,3,3,2,3,1,3,2,1,2,1,2,1,2,2,2,1,1
925,2,3,1,2,1,3,3,4,3,2,1,2,1,2,2,2,1,2,2,2,1,1
926,2,3,2,6,1,3,3,4,3,4,3,1,2,3,1,2,1,1,2,1,1,2
927,2,3,4,3,3,3,2,4,3,4,4,2,3,1,3,2,2,2,2,2,1,1
928,4,3,4,8,1,5,4,4,3,4,1,2,2,2,1,2,1,2,2,2,1,2
929,2,3,3,2,1,3,1,4,3,2,2,2,2,2,2,4,2,1,2,2,1,2
930,2,3,4,6,1,3,3,4,1,1,3,1,2,2,1,4,1,1,1,2,1,2
931,1,2,4,8,1,3,3,4,3,2,1,1,2,2,1,2,1,2,2,1,1,1
932,4,2,2,2,1,3,1,3,3,1,2,2,2,2,2,2,1,1,2,2,1,2
933,4,3,2,8,1,2,4,4,3,4,3,2,2,2,2,2,2,2,2,2,1,2
934,2,3,4,8,1,3,1,4,3,1,1,1,1,2,1,2,1,1,2,1,1,2
935,1,3,3,8,1,1,3,4,3,3,4,2,3,2,2,1,1,1,2,2,1,1
936,3,2,4,8,1,3,1,3,3,2,2,2,2,2,1,4,1,1,2,1,1,1
937,1,2,4,8,2,3,3,4,3,3,1,2,2,3,1,1,1,2,2,2,2,2
938,1,3,4,5,3,3,1,4,3,4,4,2,2,1,1,2,1,1,2,2,1,1
939,4,3,2,3,3,5,1,2,3,4,3,2,2,2,2,1,2,2,2,2,1,2
940,4,3,4,2,2,5,3,2,3,3,3,2,2,2,1,1,2,2,2,2,1,2
941,4,2,4,2,1,3,1,3,3,2,2,2,2,2,1,4,2,1,1,2,1,2
942,4,3,4,6,1,5,2,4,3,2,1,2,3,2,1,2,1,2,2,2,1,2
943,4,1,2,2,1,3,2,2,3,1,2,2,2,2,3,4,2,1,2,2,1,2
944,2,3,4,6,1,3,3,4,2,1,3,2,2,3,1,2,1,1,2,1,1,2
945,1,3,5,2,3,2,3,1,3,1,1,2,2,2,2,2,1,1,2,1,1,2
946,2,3,1,6,2,2,3,4,3,4,4,2,2,1,1,2,2,2,2,2,1,1
947,4,3,4,2,2,5,5,4,3,4,4,2,2,2,1,1,1,2,2,2,1,2
948,4,3,4,6,1,3,3,4,1,1,3,2,2,2,1,4,2,1,2,2,2,1
949,4,3,4,8,2,1,4,2,3,4,1,2,2,2,2,2,1,1,2,2,1,1
950,1,3,2,1,2,3,5,3,3,3,1,2,2,2,3,3,2,2,2,2,2,2
951,2,3,3,1,2,3,2,2,3,1,1,1,2,2,2,2,1,2,2,2,1,1
952,1,3,4,3,2,2,3,3,3,4,1,2,2,3,1,2,1,1,2,1,1,1
953,4,3,4,6,3,3,5,4,3,2,1,2,2,2,2,1,1,2,2,1,1,1
954,2,3,4,2,1,3,1,4,2,4,3,2,2,2,1,2,1,2,2,1,1,2
955,2,3,2,8,1,4,4,4,3,4,3,2,2,3,2,1,1,2,2,1,1,2
956,3,3,2,8,2,5,4,4,3,4,3,2,3,2,2,4,1,1,2,2,1,2
957,1,2,2,8,1,3,4,2,3,4,2,2,2,2,3,4,1,1,2,2,1,2
958,2,3,4,2,2,3,1,3,3,2,1,2,2,2,1,4,1,1,2,2,1,1
959,1,3,4,6,2,1,4,4,3,4,4,2,2,1,1,2,1,1,2,2,1,2
960,4,2,2,8,1,3,4,2,3,2,2,2,2,3,2,2,1,1,2,2,2,2
961,1,3,3,2,2,3,1,1,3,4,3,2,2,2,2,2,1,1,2,2,1,2
962,4,3,4,2,2,5,1,3,3,2,4,2,2,2,1,2,1,1,2,2,1,2
963,4,3,4,8,2,2,4,3,3,2,1,2,1,2,2,2,1,2,2,2,1,1
964,1,2,4,9,1,3,3,3,3,1,3,1,2,2,1,4,1,1,2,2,2,2
965,1,3,4,8,1,5,1,4,3,1,1,2,2,2,1,2,1,1,2,1,1,2
966,1,3,2,8,2,2,1,4,3,2,3,1,2,2,2,4,1,1,2,2,1,1
967,4,3,4,8,2,3,4,4,3,2,1,2,1,3,1,1,1,2,2,1,1,2
968,4,3,4,8,3,5,2,2,3,4,3,2,2,3,1,2,1,2,2,2,2,2
969,2,2,2,2,2,3,1,1,3,2,2,2,2,2,2,4,2,1,2,2,1,2
970,1,3,4,9,1,1,1,4,2,2,2,1,2,2,1,2,1,1,2,2,1,2
971,4,3,4,2,3,3,1,1,3,4,3,2,2,2,1,4,2,1,2,2,1,2
972,2,3,1,2,1,3,5,1,1,4,4,2,2,3,2,3,1,1,2,1,1,1
973,2,3,4,1,3,3,4,4,1,4,4,2,2,3,1,2,1,1,2,2,1,1
974,4,3,2,8,2,3,1,4,3,2,1,2,2,2,1,2,1,2,2,1,1,2
975,3,3,4,8,1,2,1,3,3,3,1,2,2,2,1,4,1,1,2,1,1,2
976,1,2,4,8,1,3,1,2,2,3,2,2,2,2,1,2,1,1,2,1,1,2
977,1,3,3,1,2,5,4,4,3,2,3,2,2,2,2,2,1,1,2,2,1,2
978,4,3,3,2,2,3,4,4,3,4,1,2,2,2,2,4,2,1,2,2,1,1
979,1,3,1,2,1,1,1,2,3,2,3,1,2,3,1,2,1,1,2,2,2,1
980,1,3,2,6,3,3,2,2,3,2,3,2,2,2,1,2,1,1,2,2,1,1
981,4,3,4,1,2,3,5,3,3,2,1,2,1,3,1,1,1,2,2,2,1,1
982,3,3,4,2,2,1,1,1,3,1,1,2,1,2,1,1,1,2,2,1,1,2
983,2,3,4,3,3,3,1,2,3,2,3,2,2,2,1,2,2,1,2,2,1,1
984,4,3,2,6,2,3,2,2,3,2,3,2,2,2,2,4,1,1,2,2,1,2
985,2,3,2,6,1,3,1,4,3,3,3,1,2,3,2,2,1,1,2,1,1,2
986,3,3,5,1,3,3,3,2,3,1,3,2,2,2,2,2,1,1,2,2,1,2
987,4,3,4,8,1,1,5,2,3,4,2,2,2,2,1,2,1,1,2,1,1,2
988,2,3,4,3,3,3,5,4,3,2,4,2,2,1,1,1,1,2,2,2,1,2
989,1,3,2,8,1,3,4,4,3,2,3,2,2,2,2,4,1,1,2,2,1,2
990,4,3,2,5,2,5,3,2,3,1,3,2,2,2,2,4,2,1,2,2,1,2
991,4,3,1,8,1,1,4,4,3,4,1,2,1,2,1,4,2,1,2,2,1,2
992,2,3,4,8,1,5,2,2,3,4,1,1,2,3,2,4,1,1,2,2,2,2
993,2,3,4,6,2,3,5,4,3,3,3,2,2,2,1,1,1,2,2,2,1,2
994,4,3,4,2,2,5,4,4,3,3,1,2,2,2,1,2,1,2,2,2,1,2
995,4,3,4,6,1,3,2,3,3,4,2,2,2,2,1,4,1,1,2,1,1,2
996,2,3,4,3,2,3,1,4,3,4,3,2,2,2,1,1,1,2,2,2,1,2
997,4,3,4,8,1,3,4,4,3,4,1,2,2,2,1,2,1,1,2,2,1,2
998,2,3,4,8,1,3,1,4,3,4,4,1,2,1,1,2,1,2,2,2,1,1
999,1,3,2,3,2,1,5,3,3,4,1,2,2,2,1,2,1,1,2,2,1,2
